text,sentiment,brand
tempat nya bikin pw tapi kalo ujan beda cerita,negative,Kopi Nako
kopi sobat the bestt taichan daging gede juicy tempat selalu bersihh selalu layan oleh rishel baik ramah,positive,Kopi Nako
suasana asik santai dengan dinding cafe dari gelas air kemas kreatif dan artistik,positive,Kopi Nako
rame banget kalau sore tuju malam,positive,Kopi Nako
tempat luas sayang saja tidak ada non smoking area karena tempat buka semua rasa kopi ok harga gak terlalu mahal cuma agak kurang suka sama layan kasir kurang ramah,negative,Kopi Nako
tempat oke rasa biasa saja,negative,Kopi Nako
comfort place,negative,Kopi Nako
ok tempat recomendes buat nikmat vibe beda,positive,Kopi Nako
kopi nako nya enak,positive,Kopi Nako
enakeun tempat nya,positive,Kopi Nako
love the place and vibe kopi nako mana bentuk design bangun sama bagus jd ada identitas dan ciri khas,positive,Kopi Nako
adem tapi kalo ujan bubar,negative,Kopi Nako
tempat nya cocok untuk semua kalang harga makanan minuman standar,positive,Kopi Nako
staf ramah ramah uda dua kali kesini so far nyaman,positive,Kopi Nako
belum di minum udah enak kok,positive,Kopi Nako
saya kasi bintang 2 untuk rasa kopi tapi tempat bintang 5,negative,Kopi Nako
sarang bot,negative,Kopi Nako
ngobrol santai sembari minum coklat panas tambah pisang nya yg super enak dan crispy,positive,Kopi Nako
kasir jutek,negative,Kopi Nako
dear nako tidak usah ada dj dj an berisik tempat bagus djnya bikin tidak nyaman musik keras tidak bikin tempat ini makin bagus,negative,Kopi Nako
tempat bagus cozy tapi lampu nya redup sayang banget sih kalau makanan so so lah,negative,Kopi Nako
best ambience kopi enak di bdg,positive,Kopi Nako
good food surprisingly tasty plenty of interesting beverage choices especially coffee nice area if it s not raining cleaning of the ashtray should be enhanced one thing i dissapointed the most is the use of plastic container on all of the menu please be aware of this,negative,Kopi Nako
tempat luas dan nyaman banyak pilih menu nya,positive,Kopi Nako
recommended banget buat nugas atau nongki viewnya adem wifinya juga cepet pelayananannya juga bagus banget udah jadi tempat favo banget,positive,Kopi Nako
tempat nongki yang asik dan nyaman kopi nya enak dan layan nya ramah ramah,positive,Kopi Nako
tempat cocok buat nongki di sore hari,positive,Kopi Nako
tempat comfort asik buat nongkrong,positive,Kopi Nako
rekomended tempat nyaman dan banyak tempat duduk makan juga enak enak,positive,Kopi Nako
kopi nya enak tempat juga asik,positive,Kopi Nako
enakeun tempat,positive,Kopi Nako
tempat estetik banyak tempat duduk bisa pilih outdoor kalau cuaca lagi tidak panas dan tidak hujan oke lah luar ada yg indoor juga tapi konsep tetap buka karena tidak ada jendela atau kaca motor parkir di halaman dalam mobil parkir luar untung masih bagi spot parkir hehehe tidak pesan kopi soal lagi ken makan cuankienya dan lagi males minum minuman manis dan warna kuah pedas dan gurih isi ada cilok isi ayam baso tetelan urat siomay kering batagor kering enak turut bisa buat sambil bawa kerja juga banyak yg nongkrong bawa laptop sambil kerja,positive,Kopi Nako
tempat bagus cozy tapi lampu nya redup sayang banget sih kalau makanan so so lah,negative,Kopi Nako
musik dj ganggu,negative,Kopi Nako
good place vibes,positive,Kopi Nako
nice spot for youngsterr,positive,Kopi Nako
order lebih dari 50k kaga dapet bonus eskopi kata sih order lebih dari 50k dapet eskopi karna grandopening order sampe 2x karna ada orang yang harus di tunggu tapi kena usir waitress,negative,Kopi Nako
makasih rio orang ramah nongkrong sini enak,positive,Kopi Nako
tempat nyaa good makanan nya enak cuman eskopi susu nya strong kurang creamy tpi recommend sih buat malam minggu bareng pasang,negative,Kopi Nako
tempat cozy makanan enak minuman mantap pilih tepat,positive,Kopi Nako
bagus tempat nya layan nya oke kak risel baik,positive,Kopi Nako
tempat nya nyaman banget buat nongkrong dan makanan dan minum harga jangkau dan delicious,positive,Kopi Nako
mahal tapi sesuai,negative,Kopi Nako
banyak pelangi gatau mungkin kebeneran saja gatau gimana,negative,Kopi Nako
tempat luas sayang saja tidak ada non smoking area karena tempat buka semua rasa kopi ok harga gak terlalu mahal cuma agak kurang suka sama layan kasir kurang ramah,negative,Kopi Nako
cocok untuk keluarga,positive,Kopi Nako
dear nako tidak usah ada dj dj an berisik tempat bagus djnya bikin tidak nyaman musik keras tidak bikin tempat ini makin bagus,negative,Kopi Nako
a good place to hangout with your friends it has a strategic place because there are so many universities near the coffee shop you can find a lot of people here the waiter and waitress are very kind and friendly there are so many food and beverage serve in here and you have tasted all of them,positive,Kopi Nako
untuk minum saya suka dan manis pas dan layan juga baik di layan oleh ka rishel,negative,Kopi Nako
keren dan nyaman,positive,Kopi Nako
b saja so so kurang tempat non smoking area,negative,Kopi Nako
itu barista nya yg nama riziq songong dah gada attitude nya woy ini yg milih2 kerja nya pilih2 lgi ngapa org2 kaya begitu di terima heran banget tiati lu nako punya barista kaya dia,negative,Kopi Nako
tempat bagus dan nyaman,positive,Kopi Nako
tempat bagus cozy tapi lampu nya redup sayang banget sih kalau makanan so so lah,negative,Kopi Nako
layan ramah dan super detail mantap,positive,Kopi Nako
kopi sobat enak bingits teteh waiternya baek dan ramah amay rishel,positive,Kopi Nako
desain similar dengan kopi nako sparc senayan untuk ngopi duduk atas sejuk pandang hijau banyak pohon2,negative,Kopi Nako
makan enak minuman juga enak utama kopi atmosfer juga sejuk di ruang buka sore,positive,Kopi Nako
agak overprice dg kualitas rasa makanan yg biasa saja ada yg terlalu salty agak keras terlalu oily nasi mangkok ayam mercon enggak pedes untuk minum good lah,negative,Kopi Nako
tempat nyaman teduh layan juga ramah banyak pilih menu enak buat santai nongkrong sama temen2,positive,Kopi Nako
kalo buat tempat sih ok cuman waktu malem aku datng kesini sen nasi goreng merem melek daging nasi nya belum mateng jdi d mkan nya tidak enak,negative,Kopi Nako
akhir bandung punya kopi nako luas banget dan asik buat nongkrong dominasi outdoor dan semi outdoor area yang nyaman dan sejuk jamin betah deh,positive,Kopi Nako
kopi nikmat mantap tempat nyaman dan enak untuk ngopi curhat bareng teman jauh2 dari padalarang cuma ingin kesini poko recomend sih klo kata aku mah,positive,Kopi Nako
enak banget kacau gilaa nyaman banget cozy cuss kesini,positive,Kopi Nako
tempat nongki di kbp dengan view gedung ikea paling enak kesini pagi atau sore hari si,positive,Kopi Nako
joss ada d bdg biasa langgan d cianjur kopi enak makanana manyoss,positive,Kopi Nako
tempat kece banget makanan enak tapi layan nya ampun deh jadi cerita kan kita gatau habis pesan lsg ambil minum terus layan nya ngoceh manya kudu neangan nungarana nabila dengar banget karena ngomong belakang kita terus pas kita udah selesai mau pulang mata ngeledek note layan cewe dua sekitar jam 9 malam klo mau kaya gtu kerja di karens dinner saja dong,negative,Kopi Nako
enak milir angin nya adem bet,positive,Kopi Nako
tempat strategis nyaman karyawannya friendly ramah semua,positive,Kopi Nako
tempat nyaman banget bersih juga makananya enak enaak hihi,positive,Kopi Nako
good food surprisingly tasty plenty of interesting beverage choices especially coffee nice area if it s not raining cleaning of the ashtray should be enhanced one thing i dissapointed the most is the use of plastic container on all of the menu please be aware of this,negative,Kopi Nako
enak buat abis jogging pagi,positive,Kopi Nako
asik buat ngobrol sih tempat nyaa,positive,Kopi Nako
tempat enakeun tapi kursi kurang nyaman kalo untuk duduk lama seperti emang set seperti itu hehe kopi enak nasgornya enak juga,negative,Kopi Nako
kopi nako bandung lokasi sangat strategis mudah cari karna di pinggir jalan dan lokasi masih sekitar kota bandung untuk tempat nyaman ya dan desain tempat juga sama seperti kopi nako lain rasa makanan enak cuma untuk yg sini karna desain bener bener kaya cafe harga lumayan ya tidak seperti yg di bogor jauh lebih murah untuk pisang bakar saja 20 rb 4 pcs nasi cumi dan nasi ikan dor kisar 39 rb dan porsi juga standar banget bisa bilang dikit harga kopi sih standard mulai 23 ribu yang agak kecewa pas mau bayar mereka awal tidak nerima tunai karna tidak ada kembali hanya payment qris debit dan payment non tunai karna ada tunai ya paksa tunai saja walaupun tidak ada kembali jadi kembali nya sekitar 4 rb untuk tips tidak berapa sih cuma kan customer udah bayar tax 10 kasi tips juga yg nominal buat saya sih lumayan lah soal saya bandung buat libur jadi nominal 4 rb bisa buat bayar parkir di kopi nako saja parkir saya harus bayr coba ada kembali kan lumayan managementnya untuk bayar lebih baik tidak semua org lagi bawa debit atau payment nontunai saya sih bukan nya tidak ada debit cuma udah tarik tunai semua karna niat libur kan biasa apa apa harus bayar cash kalo suruh balik lagi mungkin tidak deh karna dari segi harga sama saja ko kaya cafe lain masih banyak cafe bandung yg lebih asthetic dan saji makanan yg mungkin lebih enak dengan harga yg sama,negative,Kopi Nako
sudah tidak ada bot yg nongkrong loh skrang wkkwkwk jadi aman,positive,Kopi Nako
dear nako tidak usah ada dj dj an berisik tempat bagus djnya bikin tidak nyaman musik keras tidak bikin tempat ini makin bagus,negative,Kopi Nako
tempat enakeun tapi kursi kurang nyaman kalo untuk duduk lama seperti emang set seperti itu hehe kopi enak nasgornya enak juga,negative,Kopi Nako
kopi enak,positive,Kopi Nako
tempat yang nyaman buat ngopi2 walaupun kursi sangat tidak nyaman,negative,Kopi Nako
si teteh nya baik banget banget banget,negative,Kopi Nako
bikin nagih moga tahan rasa dan service nya,positive,Kopi Nako
suasana enak makanan oke layan oke,positive,Kopi Nako
makanan enak tempat oke,positive,Kopi Nako
di mushola saja sepatu bisa ilang wkwk gangasih kompensasi sedikit pun manager bukan nya nyelesein malah ngajak preman guna nya manager apa ya tidak banget,negative,Kopi Nako
niat tidak beri layan wifi gratis tempat padahal sudah cocok buat kerja tapi percuma wifinya buruk jaring ada tapi tidak ada layan internetnya,negative,Kopi Nako
di mushola saja sepatu bisa ilang wkwk gangasih kompensasi sedikit pun manager bukan nya nyelesein malah ngajak preman guna nya manager apa ya tidak banget,negative,Kopi Nako
tempat kece banget makanan enak tapi layan nya ampun deh jadi cerita kan kita gatau habis pesan lsg ambil minum terus layan nya ngoceh manya kudu neangan nungarana nabila dengar banget karena ngomong belakang kita terus pas kita udah selesai mau pulang mata ngeledek note layan cewe dua sekitar jam 9 malam klo mau kaya gtu kerja di karens dinner saja dong,negative,Kopi Nako
tempat nya luas dan nyaman enak buat nongkrong minuman nya enak enak,positive,Kopi Nako
santai nyaman asyik apalagi kalo ngopi jelang malam indah,positive,Kopi Nako
tempat ok tapi kurang karyawan kali ya buat anterin makan padahal sen nya klo byk hrs bolak balik turun naik tangga,negative,Kopi Nako
good vibes banget buat coffee n talk sangat suka dengan layout mereka yang minimal dan asri lalu benar2 asik banget karena musik yg pilih juga up to date dan sesuai dengan coffee shop kemarin pesan kahlia coklat chocolate milk based dengan rum dan regal biscuits asli enak harga juga kisar 20 30k untuk minuman cuma mungkin kurang di lahan parkir saja sih karena mobil parkir di pinggir jalan kalau mau datang siang ke sore saja karena makin malam pasti rame banget,positive,Kopi Nako
good place and good tes,positive,Kopi Nako
tempat bagus cozy tapi lampu nya redup sayang banget sih kalau makanan so so lah,negative,Kopi Nako
tempat nyaman kopi dan cemilannya juga enak,positive,Kopi Nako
tempat asik makanan minuman enak,positive,Kopi Nako
good coffee have good non coffee selections excellent atmosphere although not so nice for non smoker,positive,Kopi Nako
salah satu tempat nongkrong asik di malem minggu ada live musik nya bagus live musik dari pada ada dj nya,positive,Kopi Nako
lama saru order juga,negative,Kopi Nako
ribut sama tukang parkir yg lagi mabok 2org adik dan kaka tdk ada sopan nya sama sekali dikarnakan parkir mobil susah dan di suruh pindah pulang nya di minta 10 rb saya tidak bakal kesini lagi,negative,Kopi Nako
nais cozy bingit ay suka situ baru nyoba kopi pisgor rasa biasa tapi klo sikon nya top dah,positive,Kopi Nako
lumayan buat nongkrong meski ada jalur padat kendara,negative,Kopi Nako
kopi nya enak tempat juga enak untuk nongkrong,positive,Kopi Nako
tempat oke menu juga oke akhir pekan pasti ramai,positive,Kopi Nako
good vibes place,positive,Kopi Nako
kopi nako di cabang mana rasa selalu sama tetap tahan ya otentifikasi rasa layan salak ramah affogato bagi saya tetap yg terenakk,positive,Kopi Nako
keren buat nongki nongki sore,positive,Kopi Nako
cemilan dan favorit ku minuman coklat nya enak suasana layan dan toilet bagus bersih,positive,Kopi Nako
tempat nyaa good makanan nya enak cuman eskopi susu nya strong kurang creamy tpi recommend sih buat malam minggu bareng pasang,negative,Kopi Nako
kalo hujan repot saja,negative,Kopi Nako
sangat ramai dan kalau mau pesan makanan langsung ke kasir dan makanan nya di anterin ke meja cukup nyaman untuk jadi tempat nongkrong,positive,Kopi Nako
saya kasi bintang 2 untuk rasa kopi tapi tempat bintang 5,negative,Kopi Nako
tempat oke rasa biasa saja,negative,Kopi Nako
enak makan tempat juga tapi mbak mbak jutek kurang ramah,negative,Kopi Nako
kasir friendly baikk tempat bagus sekali,positive,Kopi Nako
tadi mampir kop nako suasana enak banget cuma dingin betul datang pas habis hujan untuk layan ramah minuman kopi enak dan ada pilih non coffenya juga loh pokok recomend banget datang kesini yaa untuk harga cukup jangkau sih,positive,Kopi Nako
layan bagus dan ramah ramah,positive,Kopi Nako
sering kesini dan enak tempat semua topp,positive,Kopi Nako
tempat nyaa asik banget buat nongkrong makanan sama minuman nya juga enak enak pokonyaa mantapssbarista dan service nya ramah ramah,positive,Kopi Nako
kopi top banget makanan kopi mantap,positive,Kopi Nako
lumaya antri pas minggu sore sen pisang keju apa nama yg pertama sen banyak porsi dan toping nya krn puas sen lagi dong yg dua elah iprit mungkin sudah abis kali pisang kopi nya standart lah tidak ada rasa khas nya gitu yg bikin pen balik lagi satu lagi tolong karpet mushola nya lembab banget jd agak risih pas sujud bau kurang enak alias bau kaki tolong di perhati juga ya,negative,Kopi Nako
makanan 45 menit pisang goreng dan kuetiaw tidak dateng posisi sepi cuma ada 3 customer,negative,Kopi Nako
price affordable kopinua cukup ok dengan pricenya suasna cocok buat bengong dikit,positive,Kopi Nako
tempat yang nyaman buat ngopi2 walaupun kursi sangat tidak nyaman,negative,Kopi Nako
rasa makanan harap d baik untuk minuman sih sudah enak,positive,Kopi Nako
kasir baik nyoo,positive,Kopi Nako
