text,text,sentiment,brand
"Order kopi latte reguler
Ga ditanya mau dingin atau panas  mungkin mba capek udah malem kita kesana
Karena suami bawa gelas sendiri pas diambil ko ringan ini mah capucino kebanyakan foamnya","723|||Saya memesan latte reguler; tidak ditanyakan mau dingin atau panas—mungkin karena capek karena malam. Karena suami membawa gelas sendiri, ketika diambil terasa ringan; sepertinya cappuccino ini terlalu banyak busa.",negative,Kopi Kenangan
"The response from the store was so strange.
I ordered during open hours on grab, but it appears the clerk made a mistake and missed it!
An hour after closing, it was marked as being handed over to the grab driver, and the grab driver actually went to pick it up!
Of course the store is closed!
I can only assume they went there to hide their mistake.
Shouldn't there be an apology for the fraud that the order was completed as well as the inconvenience caused to the grab driver to hide the mistake?","Respons dari toko sangat aneh. Saya memesan melalui Grab saat jam buka, tetapi sepertinya kasir melakukan kesalahan dan melewatkannya! Satu jam setelah tutup, pesanan ditandai sebagai sudah diserahkan kepada driver Grab, dan driver tersebut benar-benar datang mengambilnya—padahal toko sudah tutup! Saya menduga mereka melakukan itu untuk menutupi kesalahan. Seharusnya ada permintaan maaf atas kesalahan pencatatan dan ketidaknyamanan yang dialami driver Grab.",negative,Kopi Kenangan
apaan tukang parkir kok kayak malakin orang,1248|||Sikap tukang parkir menyerupai pemaksaan.,negative,Kopi Kenangan
"Halo kopken Cibaduyut, saya dapat layanan yang tidak begitu baik hari ini, saya berniat mau pesan, tapi karena yang jaga 1 orang doang, dan dia lagi siapin minuman orang lain saya tungguin, saya panggil lagi, katanya bentar ya kak, tapi dia masih sibuk dengan meracik minuman lain, saya paham banyak pesanan saat itu, saya sudah cukup menunggu lumayan lama untuk sekedar ""dilayani"" mau minum apa saat di kasir, tapi kakaknya tetep ga menghampiri saya. Setidaknya pesanan saya ditampung dulu, saya gapapa nunggu minuman agak lama, tapi ini mau pesan aja lamak kaliii",1099|||Halo Kopken Cibaduyut: hari ini layanan kurang baik karena hanya satu petugas yang bertugas sehingga saya menunggu lama untuk memesan; seharusnya pesanan pelanggan diterima terlebih dahulu meskipun pembuatan minuman memerlukan waktu.,negative,Kopi Kenangan
Serius nanya nihh.. Maaf mo nanya kl Es Latte itu emang ga pake gula apa gmana yah? Koq ga manis yah yg saya order..,"1044|||Maaf, saya ingin bertanya: apakah Es Latte memang tidak menggunakan gula? Mengapa pesanan saya tidak terasa manis?",negative,Kopi Kenangan
Rasa kopi nya gak ada yg ngalahin pokoknya joss,612|||Rasa kopi yang tidak tergantikan—sangat mantap.,positive,Kopi Kenangan
"Rasa kopinya tiap store beda2 , disini kopinya tdk terasa pait sedangkan di surabaya pait.
1112 rasanya dgn di pipo makassar
Jadi heran yg mana store yg enak di bandung","Rasa kopi tiap gerai berbeda-beda, disini kopinya tidak terasa pahit sedangkan di Surabaya terasa pahit. Rasanya mirip dengan Pipo Makassar. Saya jadi heran gerai yang mana di Bandung yang enak.",negative,Kopi Kenangan
Lebih mentingin ofline dibanding yg makan ditempat,Lebih mementingkan pelanggan offline dibanding yang makan di tempat.,negative,Kopi Kenangan
tempat ngopi ternyaman ,713|||Tempat nongkopi yang nyaman.,positive,Kopi Kenangan
"Bisa drive thru, parkir dan jalannya luas. Ada seating areanya juga tapi cuma dikit.",Pembaruan: sekarang pelayanannya sudah lebih baik dan lebih cepat. Terima kasih.,positive,Kopi Kenangan
Serius nanya nihh.. Maaf mo nanya kl Es Latte itu emang ga pake gula apa gmana yah? Koq ga manis yah yg saya order..,652|||Maaf ingin bertanya: apakah Es Latte memang tidak menggunakan gula? Mengapa pesanan saya tidak terasa manis.,negative,Kopi Kenangan
"Kecewa banget pesen di aplikasi pick up tapi pesenan banyak es nya padahal es nya normal dan satu pesenan lagi less ice, ini tuh kerasa rasanya watery. Padahal di cabang lain tuh rasanya kentel dan kerasa kopinya, tolong lah di training lagi barista cewenya!!","Saya sangat kecewa karena memesan minuman melalui aplikasi dengan opsi pickup; pesanan yang saya terima berisi terlalu banyak es padahal saya memilih es dalam jumlah normal, dan pada pesanan lain saya memilih kurang es namun rasanya menjadi encer sekali seperti air. Padahal pada cabang lain rasa minumannya lebih kental dan karakter kopi lebih terasa. Mohon agar barista perempuan di cabang ini mendapatkan pelatihan ulang.",negative,Kopi Kenangan
Pelayanan lelet yg kerja cuma 1 orang,995|||Pelayanannya lambat karena hanya satu orang yang bekerja.,negative,Kopi Kenangan
Nice place,871|||Tempat yang bagus.,positive,Kopi Kenangan
Kopinya josss,Kopinya mantap.,positive,Kopi Kenangan
Cozy with unique variant creative drink,Cozy dengan varian minuman kreatif yang unik.,positive,Kopi Kenangan
mantap pelayanan oke pegawai ramah....,893|||Mantap; pelayanan oke dan pegawai ramah.,positive,Kopi Kenangan
"Klo jual promo, jangan kasih roti yg exp hari yang sama. Gak semua orang beli skrng, buat dimakan sekarang juga. Klo niat promo kualitas juga sama!","1031|||Jika menjual promo, jangan memberikan roti yang kedaluwarsa pada hari yang sama; tidak semua orang langsung makan, jadi kualitas promo harus sama.",negative,Kopi Kenangan
"Tempat nya sih udah oke, tapi tukang parkir nya ribet banget
Semoga kopi kenangan ada kebijakan terkait parkir","1042|||Tempatnya sudah oke, namun petugas parkir merepotkan. Semoga pihak Kopi Kenangan memiliki kebijakan terkait parkir.",negative,Kopi Kenangan
"Pelayanan agak lelet, yang kerja sepertinya kurang sigap",1290|||Pelayanannya agak lambat; staf tampak kurang sigap.,negative,Kopi Kenangan
"Semua staff nyaaaaa ramah, top hospitality. Betah lama2 dan buka 24 jam",591|||Semua staf ramah; pelayanan top hospitality. Betah berlama-lama karena buka 24 jam.,positive,Kopi Kenangan
"Di aplikasi sudah di klik pesan sudah jadi, pas saya mau pick up bilang nunggu di panggil, selang 20 menit mereka ngobrol"" sesama barista sampai pesanan saya tdk di buat"" . Saya komplain langsung ternyata pesanan saya belum di buat sama mereka . Barista cewe dan cowo pake kaca mata . Kejadian senin 9 desember jam 20.00","Di aplikasi sudah di klik pesa sudah jadi, saat saya mau pick up saya dibilang untuk tunggu dipanggil. Setelah 20 menit ternyata mereka mengobrol sesama barista sampai pesanan saya tidak dibuat. Saya komplain langsung terbyata pesanan saya belum dibuat oleh mereka. Barista cewek dan cowok pakai kacamata.Kejadian Senin 9 Desember jam 20:00.",negative,Kopi Kenangan
Kopi kenenagan tapi tidak pernah ada kenangan ,1372|||Kopi Kenangan tetapi tidak pernah menghadirkan kenangan.,negative,Kopi Kenangan
"The employees are not very friendly to an old customers. They serve as if i want to ask for free coffee..
In contrary to the employees at Bursa efek bandung and griya pahlawan branches.  They are very kind and friendly..
The coffee itself is the BEST ❤️","Pegawainya tidak terlalu ramah terhadap pelanggan tua. Mereka melayani saya seolah-olah saya meminta kopi gratis. Secara kontras, pegawai di cabang Bursa Efek Bandung dan Griya Pahlawan sangat baik dan ramah. Tetapi jika membicarakan soal kopinya, sendiri, memang terbaik.",negative,Kopi Kenangan
"Kopi kenangan mantan enaaaaak banget, bikin hati deg deg an","1258|||Kopi Kenangan Mantan sangat enak, membuat hati berdebar.",positive,Kopi Kenangan
"Kopi kenangan dengan pelayanan paling lama di kota bandung, pahdal order lewat aplikasi",1224|||Kopi Kenangan memiliki pelayanan terlama di Kota Bandung ketika memesan lewat aplikasi.,negative,Kopi Kenangan
Prosesnya  lama banget....sampai kesel  nungguin,1137|||Prosesnya sangat lama sehingga membuat kesal menunggu.,negative,Kopi Kenangan
"makanan dan minuman standar, nyaman tempat dine in nya, ada musholla dan wc, tapi mushollanya kalo
bisa tambah keset buat masuk yaa biar ga banjir hehe","527|||Makanan dan minuman standar, nyaman untuk dine-in; tersedia mushola dan WC. Mohon tambahkan keset di mushola agar tidak banjir saat masuk.",positive,Kopi Kenangan
Menunggu 15 menit siang sama sekali ga dilayani sama kasir. Bagus sekali pelayanannya bikin kapok,641|||Menunggu 15 menit di siang hari namun sama sekali tidak dilayani oleh kasir; pelayanan sangat buruk dan membuat kapok.,negative,Kopi Kenangan
apaan tukang parkir kok kayak malakin orang,624|||Mengeluhkan sikap tukang parkir yang seolah memalak pengunjung.,negative,Kopi Kenangan
Males banget sama tukang parkir nya. Mau beli kopi sebiji doang parkir motor doang ribet bgt. Sering bgt parkir di suruh pindah. Mana galak lagi. Udah deh ga akan kesini lagi karena males sama tukang parkir nya. SEMUA TUKANG PARKIR. Gak cuman satu!!!,533|||Saya sangat kecewa dengan penjaga parkir. Membeli satu kopi tetapi urusan parkir motor dibuat ribet; sering diminta pindah dan bersikap galak. Saya tidak akan kembali karena penjaga parkir yang tidak hanya satu tetapi banyak yang bersikap demikian.,negative,Kopi Kenangan
"Pelayanan oke tempat OKe, sayang tukang parkir nya nyolot bgt, dikasih 3rb. Tp msh minta tambah lagi pdhl bawa motor bkn mobil ( dgn nada yg tidak mengenakkan) tolong management kopken, tukang parkir nya diajarin attitude","657|||Pelayanan baik dan tempat oke, namun petugas parkir sangat arogan; diberi Rp3.000 masih meminta tambahan meskipun yang membawa motor, bukan mobil (dengan nada yang tidak menyenangkan). Mohon manajemen Kopi Kenangan mengajarkan sikap yang baik pada petugas parkir.",negative,Kopi Kenangan
"Pelayan cewe nya gak sopan dan berkata kasar.....
Kami juga beli bukan minta...
Tolang kasih teguran buat karyawan cewe itu gak sopan....","707|||Pelayan perempuan tidak sopan dan berkata kasar. Kami juga membeli, bukan meminta. Tolong beri teguran kepada karyawan perempuan tersebut karena tidak sopan.",negative,Kopi Kenangan
"sangat bagus, tempatnya bagus, makanan dan minumannya enak. cuma mau minta tolong aja, tolong di update lagi ketersediaan makanannya. soalnya di apk ga tersedia tapi di storenya ada. mungkin itu aja, selebihnya bagus sekali. terima kasih","508|||Sangat baik; tempatnya bagus, makanan dan minumannya enak. Mohon memperbarui ketersediaan makanan pada aplikasi karena beberapa item tidak muncul di aplikasi tetapi tersedia di toko. Terima kasih.",positive,Kopi Kenangan
nyaman buat tempat ketemuan,665|||Nyaman untuk tempat pertemuan.,positive,Kopi Kenangan
"Ini ice americanonya rasanya gosong pertama kali beli di cabang ini kecewa ,
padahal sering beli di cabang lain enak2 aja apalagi pake juara beans enakbgt ko disini gak enak bgt terasa gosong.tolong di perbaiki jd lebih baik!","Ice Americano di sini terasa gosong; ini pengalaman pertama saya di cabang ini sehingga sangat mengecewakan, padahal saya sering membeli di cabang lain yang rasanya enak, apalagi menggunakan biji kopi Juara. Mohon perbaikan agar kualitas kopi menjadi lebih baik.",negative,Kopi Kenangan
"baristanya ramah, minumannya enak dan tempatnya cocok buat nongkrong atau juga wfc","560|||Baristanya ramah, minumannya enak, dan tempat cocok untuk nongkrong atau bekerja dari kafe.",positive,Kopi Kenangan
sering pesan via aplikasi kopken. dan kesini cuma take away aja,885|||Sering memesan via aplikasi Kopi Kenangan dan biasanya hanya take away.,positive,Kopi Kenangan
"ga usah kolab sama siapapun, apalagi brand gede, kamutu belum siap.","749|||Tidak perlu kolaborasi dengan siapa pun, apalagi merek besar; Anda belum siap.",negative,Kopi Kenangan
"ga usah kolab sama siapapun, apalagi brand gede, kamutu belum siap.","749|||Tidak perlu kolaborasi dengan siapa pun, apalagi merek besar; Anda belum siap.",negative,Kopi Kenangan
Adem,964|||Sejuk.,positive,Kopi Kenangan
Tempatnya nyamaaann bangetttt,629|||Tempatnya sangat nyaman.,positive,Kopi Kenangan
Maaf saya sebagai pelanggan kopi kenangan aga kecewa dengan meja yang rusak saya mohon tolong untuk meja di perbaiki untuk all si oke,"Sebagai pelanggan, saya kecewa karena ada meja yang rusak; mohon perbaiki meja agar semua menjadi baik.",positive,Kopi Kenangan
nyaman untuk rileks. danngopi tentunya.,954|||Nyaman untuk rileks dan tentu saja untuk ngopi.,positive,Kopi Kenangan
Mantap mazzeh,943|||Mantap.,positive,Kopi Kenangan
"Rasanya sih oke, tapi jangan coba2 minta tambah gula karena dikenakan tambahan biaya 6.000","1152|||Rasanya oke, namun jangan meminta tambahan gula karena akan dikenakan biaya tambahan Rp6.000.",negative,Kopi Kenangan
Good place for hangout with nice drinks.,Tempat yang baik untuk hangout dengan minuman yang enak.,positive,Kopi Kenangan
"Beli seliter cuma dikasih segini doang, parah banget. Mana ga ada konfirmasi sama sekali…",1108|||Membeli satu liter namun diberi porsi sangat sedikit — sangat mengecewakan dan tanpa konfirmasi.,negative,Kopi Kenangan
Mantab,1173|||Mantap.,positive,Kopi Kenangan
"Tempatnya cozy, strategis pula",923|||Tempatnya nyaman dan strategis.,positive,Kopi Kenangan
"Kopken disini tempatnya lumayan luas,bersih, pelayanannya juga baikk. Suasana disini enak ga terlalu ramai, apalagi didalem sunyi. Tempatnya ada indoor juga outdoor yaa","Kopi Kenangan di sini memiliki tempat yang lumayan luas, bersih, dan pelayanannya juga baik. Suasananya nyaman dan tidak terlalu ramai, bagian dalam terasa tenang. Tersedia area indoor dan outdoor.",positive,Kopi Kenangan
"The price of the coffee is affordable, cheap and tastes good. I usually use the Kopi Kenangan application to make purchasing transactions easier. The place is spacious and comfortable, use air conditioning indoors and provide a place outside for those who want to smoke. close to Maranatha Christian University.","Harga kopi terjangkau, murah, dan rasanya enak. Saya biasanya menggunakan aplikasi Kopi Kenangan untuk mempermudah transaksi. Tempatnya luas dan nyaman, ber-AC di dalam serta tersedia area luar bagi perokok; dekat dengan Universitas Kristen Maranatha.",positive,Kopi Kenangan
tempatnya rapih selalu bersih makanan dan minuman nya enak enak harga terjangkau mantap pokonya,534|||Tempat rapi dan selalu bersih; makanan dan minumannya enak dan harga terjangkau.,positive,Kopi Kenangan
"paling males bgt sm bapak tukang parkir di kasih 2rb ga mau dan ngotot, mana ga di sebrang in, muter in motor jg susah sendiri,",1016|||Saya sangat kesal dengan petugas parkir yang menolak uang Rp2.000 dan bersikeras; lokasi parkir bukan di seberang sehingga berputar motor menjadi sulit.,negative,Kopi Kenangan
"Rekomendasi buat nugas dan nyantai daerah buah batu, tempatnya lumayan ramai dan untuk rasa tidak usah diragukan enakkk",1089|||Direkomendasikan untuk mengerjakan tugas dan bersantai di daerah Buah Batu; tempat cukup ramai dan rasanya enak.,positive,Kopi Kenangan
"Pelayanan agak lelet, yang kerja sepertinya kurang sigap",668|||Pelayanannya agak lambat; staf tampak kurang sigap.,negative,Kopi Kenangan
"Pelayanannya sangat baik, mas dan mba nya sangat ramah. Tempatnya luas bangetttttttttt. Cocok buat nongkrong lama ",982|||Pelayanannya sangat baik; mas dan mbaknya ramah. Tempatnya sangat luas dan cocok untuk nongkrong lama.,positive,Kopi Kenangan
Pelayanan onlane sangat tidak baik,890|||Pelayanan online sangat tidak baik.,negative,Kopi Kenangan
"Kopi belum di buatin padahal udh di tingal skitar 15mnitan ,malah pada sibuk maen hp dan ngbrol...","Kopi belum dibuat padahal sudah sekitar 15 menit, malah pada sibuk bermain HP dan mengobrol.",negative,Kopi Kenangan
sedih bgt dikasih milkbun agak basi kynya bekas kemarin krn emg sisa satu :(,"696|||Sedih karena mendapat milkbun yang agak basi, sepertinya sisa dari kemarin karena tinggal satu.",negative,Kopi Kenangan
"sori banget ini mah ,lupa di masukin espressonyaa es kopi kenangan mantannya ,susu gula aren dulu aja,kopinya besok besok lagi deh gapapa da","904|||Mohon maaf, saya lupa memasukkan espresso pada es Kopi Kenangan Mantan. Untuk sekarang cukup susu dan gula aren saja; kopinya bisa ditambahkan lain kali, tidak apa-apa.",positive,Kopi Kenangan
Good job,"Kopinya enak, namun area merokoknya kurang nyaman.",positive,Kopi Kenangan
Males banget sama tukang parkir nya. Mau beli kopi sebiji doang parkir motor doang ribet bgt. Sering bgt parkir di suruh pindah. Mana galak lagi. Udah deh ga akan kesini lagi karena males sama tukang parkir nya. SEMUA TUKANG PARKIR. Gak cuman satu!!!,533|||Saya sangat kecewa dengan penjaga parkir. Membeli satu kopi tetapi urusan parkir motor dibuat ribet; sering diminta pindah dan bersikap galak. Saya tidak akan kembali karena penjaga parkir yang tidak hanya satu tetapi banyak yang bersikap demikian.,negative,Kopi Kenangan
"Mba nya baik, tempatnya nyamaaannn.. Betah, jd kepikiran pgn dine in kpn2 siih","1158|||Mbaknya baik, tempatnya nyaman; betah sehingga ingin dine-in kapan-kapan.",positive,Kopi Kenangan
engga sengaja mampir ke sini karena sebelumnya belum pernah lihat ternyata baru buka. Tempatnya bersih dan nyaman sekali.,Saya kebetulan mampir ke sini karena baru buka; tempat bersih dan nyaman.,positive,Kopi Kenangan
Suka playlistnya hhe,Saya menyukai playlistnya.,positive,Kopi Kenangan
Tempat kurang nyaman,1387|||Tempat agak kurang nyaman.,negative,Kopi Kenangan
barista blunder pesanan dibilang blm masuk lah di aplikasi udh selesai gmn sih,Beberapa kali barista melakukan kesalahan pada pesanan yang masuk aplikasi; misalnya status pesanan terdeteksi belum masuk padahal sudah selesai.,negative,Kopi Kenangan
"berisik banget tempatnya karena jalanan ramai, orang-orang situ knalpot motornya berisik-berisik, ngobrolnya harus teriak-teriak.. untung kopinya enak.. jadi masih bisa tembus 3 bintang..","576|||Cukup berisik karena lalu lintas; knalpot motor bising sehingga harus berteriak saat berbicara, untungnya kopinya enak sehingga masih layak mendapat tiga bintang.",positive,Kopi Kenangan
